,Unnamed: 0,SearchTitle,Title,Location,City,State,Zip,Country,Qualifications,Skills,Responsibilities,Education,Requirement,FullDescriptions,Feature_Vector
0,0,Software Engineer,Software Test Engineer,"Austin, TX",Austin,TX,None Found,None Found,"
Bachelor's Degree or equivalent experience
Outstanding academic performance (3.0 or higher cumulative GPA)
Preferred majors are Engineering, Computer Science/Engineering, Information Systems/Decision Sciences, Mathematics, Sciences, or other STEM related majors.
",None Found,"
Skills
Analyze test requirements, design/write test cases, and execute tests following standards and best practices. Typical tests may include functional testing, regression testing, system testing, user acceptance testing, performance testing, architecture testing, security testing
Test automation.
Create appropriate test data to effectively execute required test cases.
Follow, update, and maintain testing standards and procedures.
Fully document issues in accordance with the issue management system and procedures.
Work with the team to resolve any issues that arise in the testing process.
Other:
Proactively seek to enhance knowledge and experience, drawing on senior colleagues as well as self-study.
When needed, seek guidance and direction from more seasoned Software Test Engineers, Software Engineers, Software Architects, or Leader.
Perform other work-related duties as assigned by Leader.
",None Found,"
At least 3 year experience in a Quality Assurance or software delivery environment or equivalent demonstration of expertise
Basic knowledge of the fundamental concepts of data communications and data processing hardware and software.
Knowledge of at least one test tool such as MS, HP (e.g. Quality Center. QTP), SAP TAO, IBM Rational Functional Tester, Open source (SoapUI, Selenium etc.)
Knowledge of various technologies such as AngularJS, JavaScript, HTML/CSS, JAVA, .NET C#, SQL, etc.
Other:
Good oral and written communication and interpersonal skills
Desire to work in an information systems environment and develop a career in Quality Assurance and Software delivery
Ability to work independently and in a team-oriented, collaborative environment
Ability to work creatively and analytically in a problem-solving environment
Ability to accept and act upon criticism in a positive manner
Ability to self-direct, effectively prioritize tasks, multi-task, and meet deadlines
Ability to learn and adapt to new technologies, methods, and processes
","----------------------  Background Description  -----------------------  Software testing is at the heart of quality assurance at WellSky and is a critical element in the software development process. The Software Test Engineer will focus on the use of methodologies and techniques as well as tools and technologies. This person will contribute to the development, delivery, and maintenance of software solutions, and will also plan and implement testing and quality assurance initiatives to ensure solution quality before deployment.  Key Responsibilities  ---------------------   Skills Analyze test requirements, design/write test cases, and execute tests following standards and best practices. Typical tests may include functional testing, regression testing, system testing, user acceptance testing, performance testing, architecture testing, security testing Test automation. Create appropriate test data to effectively execute required test cases. Follow, update, and maintain testing standards and procedures. Fully document issues in accordance with the issue management system and procedures. Work with the team to resolve any issues that arise in the testing process. Other  Proactively seek to enhance knowledge and experience, drawing on senior colleagues as well as self-study. When needed, seek guidance and direction from more seasoned Software Test Engineers, Software Engineers, Software Architects, or Leader. Perform other work-related duties as assigned by Leader.  Basic Qualifications  ---------------------   Bachelor's Degree or equivalent experience Outstanding academic performance  3.0 or higher cumulative GPA  Preferred majors are Engineering, Computer Science/Engineering, Information Systems/Decision Sciences, Mathematics, Sciences, or other STEM related majors.  Professional Skill Requirements and Experience  -----------------------------------------------   At least 3 year experience in a Quality Assurance or software delivery environment or equivalent demonstration of expertise Basic knowledge of the fundamental concepts of data communications and data processing hardware and software. Knowledge of at least one test tool such as MS, HP  e.g. Quality Center. QTP , SAP TAO, IBM Rational Functional Tester, Open source  SoapUI, Selenium etc.  Knowledge of various technologies such as AngularJS, JavaScript, HTML/CSS, JAVA, .NET C , SQL, etc. Other  Good oral and written communication and interpersonal skills Desire to work in an information systems environment and develop a career in Quality Assurance and Software delivery Ability to work independently and in a team-oriented, collaborative environment Ability to work creatively and analytically in a problem-solving environment Ability to accept and act upon criticism in a positive manner Ability to self-direct, effectively prioritize tasks, multi-task, and meet deadlines Ability to learn and adapt to new technologies, methods, and processes  WellSky is a technology company advancing human wellness worldwide. Our software and professional services address the continuum of health and social care — helping businesses, organizations, and communities solve tough challenges, improve collaboration for growth, and achieve better outcomes through predictive insights that only WellSky solutions can provide. A portfolio company of TPG Capital, WellSky serves more than 10,000 customer sites around the world — including the largest hospital systems, blood banks and labs, home health and hospice franchises, government agencies, and human services organizations. Informed by more than 30 years of providing software and expertise, WellSky anticipates providers' needs and innovates relentlessly to help people thrive. Our purpose is to empower care heroes with technology for good, so that together, we can realize care's potential and maintain a healthy, flourishing world. For more information, visit www.WellSky.com   http //www.WellSky.com  .  We're looking for talented individuals who want to use their skills to build a strong, technology-driven company. We offer competitive salaries, great benefits, a new Health Savings Account with a generous employer contribution and a casual and fun environment that encourages quality, creativity and excellence. Enjoy all we have to offer. We invite you to join us. Apply today!  WellSky provides equal employment opportunities to all people without regard to race, color, religion, sex, national origin, ancestry, marital status, veteran status, age, disability, sexual orientation or gender identity or expression or any other legally protected category.  Applicants for U.S. based positions with WellSky must be legally authorized to work in the United States. Verification of employment eligibility will be required at the time of hire. Visa sponsorship is not available for this position.","[[-0.05380322  0.0223306   0.04600538  0.04767989 -0.01576629 -0.05465413
  -0.04295414  0.05420485 -0.01878955  0.02965491  0.01146499 -0.00393935
  -0.00870027  0.05370529 -0.05436471  0.05082765  0.05266917 -0.0132167
   0.05413631 -0.05343262  0.05231645 -0.05455027 -0.03621494  0.05500945
  -0.0338195   0.04223436  0.04535555  0.03098518  0.04755267 -0.04830089
  -0.02459055 -0.01331813  0.0063346  -0.05191192 -0.02747548  0.05494022
   0.01063594 -0.05496672 -0.05501    -0.05296748 -0.02474339 -0.05501044
  -0.05493864  0.05500975 -0.05299789  0.05474849  0.05429368  0.00709457
   0.04379641 -0.05501045  0.05081391  0.05462096  0.05500909  0.05209592
  -0.02410028  0.05500955 -0.04616947 -0.05501036  0.00310003  0.04512572
   0.05358804  0.0014646  -0.0307053  -0.03082954 -0.0547037  -0.05498966
   0.05464655 -0.02453803 -0.04833691  0.05118845 -0.05409382 -0.03188435
   0.05007849  0.05500852  0.04895699 -0.02078367  0.03839676 -0.02302068
   0.0544649  -0.05500882  0.05499475  0.0546465  -0.05093129 -0.00656217
  -0.04362115 -0.04061156  0.05447215  0.02843177 -0.05161098  0.04983073
   0.05499467  0.05408631 -0.00108348 -0.00576064  0.05261227 -0.03577841
  -0.0498265  -0.0549915   0.05298424  0.05497355 -0.05125226  0.01585283
  -0.00296202  0.04503944 -0.05456872 -0.03170811  0.05491245  0.00845316
   0.04532374  0.05395546  0.05228533 -0.05308803  0.05433385 -0.05402657
  -0.05501012  0.00061558 -0.04915027  0.01368798 -0.02672297 -0.01066113
  -0.05275459 -0.05500969 -0.03671004  0.05499465  0.05450233 -0.05002127
  -0.02088897 -0.01429895 -0.04544957  0.05205968  0.05394425  0.05500392
  -0.0079503   0.03655718 -0.0541383  -0.05308102 -0.0519226  -0.0521307
  -0.01037635  0.0510643   0.00925882  0.00929612 -0.05495531  0.04368112
   0.01309938  0.0540841  -0.03524099  0.01055242  0.0310499   0.0544855
  -0.04143807 -0.03504392  0.03194518  0.01976198  0.05499036 -0.05099491
   0.05499195 -0.05491611 -0.01151865  0.05350687 -0.03765911  0.03077168
   0.02517303  0.05500871 -0.04692097 -0.01891139 -0.0125351   0.05479443
  -0.01017727  0.0462508  -0.043078    0.03427421  0.05400025  0.05394996
   0.04310575 -0.00021779  0.05081975  0.03828879  0.01038072 -0.01806729
   0.02790373 -0.04269449 -0.05397148 -0.05359105  0.03520778 -0.01557267
   0.05483587  0.05489707  0.00895306  0.05311394 -0.05500188 -0.04828786
  -0.05498879 -0.04175678 -0.01502607 -0.01370765  0.04484512 -0.05493968
   0.00444652  0.0550017   0.0428848   0.04761977  0.01932651  0.05464369
  -0.02974648  0.04957592 -0.05500688 -0.05491416  0.05501037  0.05350862
  -0.00330794 -0.02670805  0.03480026 -0.05423187  0.0532108  -0.05347481
  -0.05494824 -0.0504883   0.05486148  0.05476908  0.05501045 -0.04955635
  -0.05058897 -0.04323538 -0.05499555  0.05500661 -0.0544889  -0.04779015
  -0.05341669  0.03495071  0.04759038 -0.01276097 -0.01413967  0.05500034
   0.05011371  0.01437822 -0.04562591  0.02928024 -0.05500556 -0.05430935
  -0.01560545 -0.0226991   0.05272277  0.05461018 -0.05184155  0.00850007
   0.03180035 -0.05240119 -0.05327449  0.00428121  0.05489975 -0.05397464
  -0.0547865  -0.05501033  0.05165729 -0.04325113  0.05377986 -0.03632605
   0.03499366  0.03495762  0.04452334 -0.0376881  -0.05287726  0.05477216
  -0.01312394 -0.04773553 -0.05469881 -0.0517182   0.05501013 -0.05479556
  -0.05272117 -0.05432247 -0.05345877  0.05479107 -0.05139433 -0.05249797
   0.0101593  -0.05409385 -0.04888698 -0.05245877 -0.04729638  0.01684792
  -0.0269756  -0.05418598 -0.04718105  0.05453716 -0.00649193 -0.02138738
   0.0453575   0.05492467 -0.01980343 -0.05471528 -0.05501041 -0.05392413
  -0.03674908  0.05200412 -0.05117366  0.04072783 -0.05449649 -0.05488097
   0.03162807  0.05092061  0.04844666 -0.05373164  0.05484821  0.03203608
   0.05376206  0.00653854  0.01335355  0.05434925 -0.03100289 -0.04930631
  -0.05455638  0.01092677  0.05296148  0.05491745  0.00568039 -0.05412889
  -0.05449063  0.05130388 -0.05114403  0.04964319 -0.04977183  0.05376106
  -0.04895887 -0.0311742   0.05422026 -0.05492384  0.0202053   0.048067
  -0.03630829  0.03602735  0.05318253 -0.0550103   0.05458193  0.05343974
   0.05445016 -0.03700642  0.03158417  0.05364877  0.04356235 -0.05325347
   0.04806305  0.05501037 -0.05462056  0.01585766  0.05476625 -0.05501009
   0.05484658 -0.0468715  -0.05489717  0.02164019  0.01147971 -0.0485636
   0.02004948 -0.02515905  0.05357726  0.04016607 -0.05343355  0.04696461
   0.00810993  0.05494776  0.01361975 -0.05227667 -0.04620897  0.05464969
   0.04575599  0.05342816  0.05495645  0.05500817 -0.01454617  0.01351538
  -0.05237139 -0.05477465 -0.00838281  0.01239644  0.05416694 -0.05460467
   0.0107268  -0.05487796  0.0539451   0.04532088 -0.0297681  -0.05203414
  -0.01357445  0.02813636 -0.05493627  0.03403655 -0.05500853 -0.05500354
  -0.05492376  0.04577721  0.05491361  0.03354293  0.0550104  -0.05484097
  -0.05451338  0.05472349  0.05480648 -0.00592481  0.05492909  0.0545701
  -0.04400956 -0.00823239 -0.01772521 -0.04895778 -0.05478239 -0.03257648
  -0.05501045 -0.05495801  0.05501043  0.05466685  0.00954395 -0.01611558
   0.05463762  0.05498321 -0.04822781  0.05444963  0.0550104   0.04654168
  -0.03791035 -0.05056832 -0.05439292 -0.01752792 -0.0138342   0.04171098
  -0.05227899 -0.04999422  0.01515042 -0.05404986  0.02911579  0.05483384
  -0.04242612 -0.02786852 -0.05445476  0.05500696 -0.01235896  0.05365817
   0.04780203 -0.05389038  0.05364459 -0.02328858 -0.00910962 -0.05444894
   0.05254326 -0.0504836   0.01156495 -0.04102099  0.01237016 -0.01841384
   0.05501045 -0.02240741 -0.04821796  0.02822402  0.05501045 -0.05404632
  -0.03127987  0.01106447 -0.05114152 -0.054286    0.05321677  0.00190083
   0.05500817 -0.01295406  0.01123445  0.05318265 -0.05394981  0.05446735
  -0.05021452  0.04494095  0.03201715 -0.05501044  0.05176182  0.05490813
  -0.02406198  0.05493258 -0.01756896  0.05500698  0.05480121 -0.04681109
  -0.01678851 -0.02038296 -0.04872538  0.00465652  0.04679882 -0.01937652
  -0.00466963  0.05431339 -0.05492037 -0.01110489  0.04895621 -0.04747877
  -0.05501032  0.04602427  0.05352791  0.0045632   0.0548107  -0.05341268
  -0.04051692 -0.04264875 -0.04603432  0.00207468  0.03878888  0.05500862
  -0.01378084  0.00132658  0.03296607 -0.05485555 -0.00579818 -0.01056957
  -0.02069165 -0.00046358]]"
1,1,Software Engineer,"Software Engineer, Back End","San Francisco, CA",San Francisco,CA,None Found,None Found,None Found,None Found,None Found,None Found,"
3+ years of experience in software development, product development preferred.
Bachelor's degree in Computer Science, Engineering or related field, or equivalent training, fellowship, or work experience.
Experience building enterprise grade applications
Strong Java development experience
Experience implementing REST APIs
Experience working with SQL and relational data
Experience with Unit testing or Test driven development
Proficiency using Git
Strong communication skills
Willing to work in a collaborative environment
Ability to adapt to changing technology
","---------  Overview  ---------  Located in Philadelphia and San Francisco, Guru is looking for an excellent Software Engineer to be a core part of our Backend development team. You will collaborate to develop, implement, and deploy back-end services, APIs, and internal tools.  Your responsibilities include implementing product features, collaborating with others to build unique solutions, reviewing code, and triaging issues.  This job is not only about how well you develop; it's about how you lend your positivity and presence, combined with your skillset to an energized environment and highly collaborative team. Strong sense of humor required, sarcasm detection skills a plus.  -------------  Requirements  -------------   3+ years of experience in software development, product development preferred. Bachelor's degree in Computer Science, Engineering or related field, or equivalent training, fellowship, or work experience. Experience building enterprise grade applications Strong Java development experience Experience implementing REST APIs Experience working with SQL and relational data Experience with Unit testing or Test driven development Proficiency using Git Strong communication skills Willing to work in a collaborative environment Ability to adapt to changing technology  ---------------------------  Preferred but not required  ---------------------------   Experience with AWS services including EC2 Experience with Elasticsearch  ----------------  Benefits to you  ----------------   Competitive salary Employee Stock Option Plan Generous health and commuter benefits Dog friendly office Monthly company social events The chance to contribute to an upbeat, fully engaged culture  -----------  About Guru  -----------  Guru is a dynamic, fast growing start-up based in Philadelphia and San Francisco. Our mission is to reinvent the way people connect with meaningful information at work. Guru's knowledge management solution provides customer-facing teams access to expert-verified information where they work and when they need it most. We believe in cultivating a welcoming, inclusive culture that encourages personal growth through working hard and having fun.  Launched in September 2015, our vision is backed by an amazing group of investors including FirstMark Capital, Salesforce, Michael Dell, the Slack Fund, Emergence Capital and most recently Thrive Capital. As we enter the next exciting stage of expansion, we're searching for passionate individuals to join our rapidly growing team.  This is a full-time position located in our San Francisco office. Re-location and/or Visa Sponsorship is not included in our hiring package. Applicants will need to be authorized to work in the US.  We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability.","[[-0.04696436  0.04422305 -0.00951103  0.03979366 -0.00673632 -0.05235063
  -0.00026206  0.04739134 -0.05096179 -0.04941778 -0.0545641  -0.00658614
  -0.021622    0.01601386 -0.02735733  0.04253296  0.05689491  0.03254524
   0.01825871 -0.03518797  0.03957887 -0.05636303 -0.00586751  0.057787
   0.04121229  0.05572473  0.02032365  0.04007574  0.03690785 -0.05401151
  -0.03437115 -0.02341864  0.03851593 -0.03317466 -0.02494505  0.05538142
   0.05079688 -0.05735955 -0.0577507  -0.05404016 -0.05202545 -0.05781562
  -0.05767695  0.05781287 -0.0573963   0.05358681  0.05106407  0.00625449
   0.01615176 -0.05781564  0.04907694  0.05289682  0.05759639  0.04863355
  -0.00605923  0.05779201 -0.02483956 -0.0578153   0.03549058 -0.04289636
  -0.00479827 -0.04845016 -0.05154039 -0.04365193 -0.04031602 -0.05534294
   0.05062991 -0.03310218 -0.0467376   0.05654179 -0.05540942 -0.0493452
   0.02949426  0.05769138  0.0087125   0.03351092  0.03394295 -0.05176785
   0.05450094 -0.05775519  0.05781392  0.05536556 -0.04699009 -0.03937383
   0.02535807  0.05516301  0.04018609  0.04004999 -0.05583689  0.0431904
   0.05494535  0.0361634  -0.00450217 -0.01325518 -0.03670206 -0.04894017
  -0.05651725 -0.05770684  0.04069182  0.05755393 -0.01024801  0.00052263
   0.04049347  0.0433208  -0.0172891   0.05190878  0.05753127 -0.00164297
   0.00930981  0.05764898  0.05586658 -0.05412405  0.0553201   0.00802329
  -0.05780365  0.0017373  -0.05581376  0.00262363 -0.04658242 -0.01960485
  -0.05645844 -0.05759453 -0.05740872  0.05400641  0.05600158 -0.04252312
  -0.05234774  0.01218225  0.00093736  0.04193035  0.04759591  0.05780794
   0.04008996  0.04735937 -0.03970303 -0.05757694 -0.03938029 -0.05459372
   0.00377707 -0.05266599  0.01562895  0.04274466 -0.05566353  0.03640226
   0.03815136  0.0547826  -0.04601222  0.04311874  0.00147622  0.05629507
   0.01460589 -0.03088944  0.0452568   0.04930967  0.05753722 -0.04688945
   0.0574783  -0.05627952 -0.03820542 -0.00456262 -0.03509999  0.05014515
  -0.00627722  0.05779728 -0.02195861 -0.00287969  0.03893206  0.05759827
  -0.00582913  0.04040313 -0.04444592  0.0353447   0.04418291  0.05683432
   0.0260057  -0.01293564  0.05322147  0.04394161  0.00110952 -0.04260521
  -0.01455643 -0.04942453 -0.03776509 -0.03149626 -0.02544842 -0.04646889
   0.04059065  0.05593543 -0.05364411  0.05525716 -0.05757758 -0.05675904
  -0.05736819  0.03390625  0.02379887 -0.03748022  0.0491464  -0.05283927
   0.05134644  0.05779643  0.03383106  0.00094604  0.04628027  0.0506184
   0.02590671  0.03775808 -0.05747667 -0.05775028  0.05780542  0.05655843
   0.04505067 -0.0525542  -0.01572632 -0.04228907  0.05755715 -0.03976071
  -0.0568301  -0.03196614  0.05676276  0.05750499  0.05781564 -0.0404071
  -0.04799801 -0.01189126 -0.05780997  0.05774188 -0.05654516 -0.00537539
   0.00714376  0.03463956  0.04270921  0.00090056  0.05756504  0.05770886
   0.05408771  0.03601566 -0.05660246  0.00201949 -0.05755567 -0.01301713
  -0.05111616  0.00354488  0.03826352  0.05467084 -0.04360792  0.03761824
  -0.00525065 -0.04776745 -0.05670581  0.05446496  0.05731707 -0.05533334
  -0.05771756 -0.05781523  0.03280966 -0.03822871  0.01086105 -0.00347869
   0.02410589 -0.00706022 -0.00505515 -0.03473882 -0.05677083  0.0567216
   0.01958289 -0.00375311 -0.03372103 -0.05263503  0.05693775 -0.05454624
  -0.05136036 -0.02835775 -0.04157381  0.05493827 -0.05003599 -0.03619464
  -0.0038639  -0.05724552 -0.05677181 -0.0560567  -0.04159809 -0.01380272
  -0.02466017 -0.00873715 -0.04712602  0.03783603  0.01600899  0.0520664
   0.05557901  0.05778604 -0.0384628  -0.05705388 -0.05778619 -0.02644492
   0.0474261   0.02143023 -0.04943648  0.00861727 -0.05257247 -0.05697932
   0.00170815  0.05366754 -0.00422561 -0.036997    0.05636968 -0.00849116
   0.04687341  0.04483477 -0.04668756  0.0473386  -0.04259582 -0.03456554
  -0.05423972  0.05425671  0.02783036  0.05750176 -0.00902078 -0.04600444
  -0.05549152  0.03618237 -0.05281432 -0.01082735 -0.05525732  0.05247491
  -0.05495914 -0.05296601  0.05387777 -0.05565255  0.05403591  0.00953818
   0.04637282  0.0528837   0.05472304 -0.05777927  0.05771974  0.05398556
   0.05417369  0.01090704  0.01146203  0.0526069  -0.0447781  -0.03978403
   0.05572335  0.05779571 -0.05401384 -0.04037661  0.05415827 -0.05779429
   0.05758164 -0.00611034 -0.05765955 -0.02023689 -0.03386356 -0.0402673
   0.00777768  0.05603386  0.05136459  0.01699227 -0.00307474  0.00233101
  -0.05381112  0.05746648 -0.02799905 -0.05436106 -0.0471567   0.00769524
   0.02855298  0.05450237  0.05699299  0.05780517 -0.02398675  0.01978536
  -0.01486838 -0.05505222  0.02954651 -0.04029065  0.04097928 -0.05725799
   0.04864811 -0.05082953  0.05572025  0.03338686  0.02924631  0.05173589
  -0.02623232  0.04329111 -0.05600912  0.05533273 -0.05776982 -0.05778885
  -0.05771603  0.04261131  0.05366616 -0.02624826  0.0578156  -0.05452116
  -0.0549623   0.05449518  0.05704535  0.03358054  0.05771737  0.0550205
  -0.05354774 -0.03419532 -0.00886736 -0.05734913 -0.05669929  0.02578429
  -0.05781445 -0.05602562  0.05781562  0.05500151 -0.05753475 -0.0285188
   0.03927214  0.05760234 -0.04614997  0.03614874  0.05781549 -0.01136809
  -0.03351569 -0.05673994 -0.05370086 -0.03346021  0.02687759  0.03972854
  -0.05085828 -0.05134457  0.02212864 -0.05730372  0.02974898  0.05763154
  -0.0140404  -0.04457511 -0.05526003  0.05775135  0.04278408  0.04235787
   0.01063053 -0.05304009  0.021334   -0.02156005  0.00691268 -0.05339935
   0.05323648 -0.04657507  0.04699135 -0.04248131 -0.00884531 -0.04644929
   0.05781563  0.00271669 -0.05541469  0.04677639  0.05781542 -0.05663573
  -0.01373459 -0.01015155 -0.05689298 -0.05336542  0.02835586  0.01883241
   0.05781    -0.05543009  0.02770069  0.05554536 -0.05755512 -0.01820468
  -0.03410579  0.04429156  0.04423782 -0.05781077  0.00496417  0.05779286
   0.02938245  0.05757357 -0.00331974  0.05771163  0.05483629 -0.02399883
  -0.02688145 -0.016254   -0.03937269 -0.01488337  0.05558338 -0.04191613
   0.04931974  0.05201916 -0.05654909 -0.05264976  0.04707804 -0.02585835
  -0.05781543  0.04949763  0.04735139 -0.02413961  0.05631603 -0.02755972
  -0.04929312 -0.05027998 -0.04408602  0.01879356  0.04932288  0.05770192
   0.05273646 -0.00555376  0.03113695 -0.05772691  0.00709022  0.01528437
   0.00431198  0.05480797]]"
